ID,label,Usage
212,horse,Public
213,automobile,Public
214,airplane,Public
216,dog,Public
217,ship,Public
218,dog,Public
219,bird,Public
220,truck,Public
221,airplane,Public
222,ship,Public
223,ship,Public
224,airplane,Public
225,frog,Public
227,automobile,Public
230,cat,Public
231,horse,Public
233,frog,Public
234,airplane,Public
235,frog,Public
236,frog,Public
237,automobile,Public
238,horse,Public
239,automobile,Public
240,dog,Public
241,ship,Public
242,cat,Public
243,frog,Public
244,frog,Public
245,ship,Public
246,frog,Public
247,ship,Public
249,frog,Public
250,frog,Public
251,automobile,Public
252,cat,Public
253,ship,Public
254,cat,Public
255,deer,Public
256,automobile,Public
257,horse,Public
258,automobile,Public
259,cat,Public
261,dog,Public
262,automobile,Public
265,airplane,Public
266,truck,Public
267,cat,Public
268,horse,Public
272,bird,Public
274,truck,Public
277,airplane,Public
278,dog,Public
279,truck,Public
280,airplane,Public
281,ship,Public
282,bird,Public
283,automobile,Public
284,bird,Public
286,dog,Public
287,frog,Public
288,cat,Public
289,bird,Public
291,ship,Public
293,frog,Public
294,airplane,Public
298,dog,Public
300,deer,Public
301,bird,Public
302,automobile,Public
304,bird,Public
306,dog,Public
307,truck,Public
308,truck,Public
309,airplane,Public
311,deer,Public
312,automobile,Public
313,automobile,Public
314,frog,Public
316,cat,Public
318,airplane,Public
319,horse,Public
320,truck,Public
321,horse,Public
322,horse,Public
323,truck,Public
324,automobile,Public
325,dog,Public
326,automobile,Public
327,frog,Public
329,ship,Public
330,horse,Public
331,automobile,Public
332,cat,Public
333,airplane,Public
334,cat,Public
335,cat,Public
336,bird,Public
337,deer,Public
338,dog,Public
339,horse,Public
341,truck,Public
342,airplane,Public
345,airplane,Public
346,deer,Public
347,deer,Public
348,frog,Public
349,airplane,Public
352,frog,Public
353,airplane,Public
354,ship,Public
355,automobile,Public
356,frog,Public
357,bird,Public
359,bird,Public
360,dog,Public
361,truck,Public
364,deer,Public
366,ship,Public
367,horse,Public
368,cat,Public
369,frog,Public
370,truck,Public
371,cat,Public
372,airplane,Public
374,airplane,Public
377,airplane,Public
378,cat,Public
379,deer,Public
380,ship,Public
381,dog,Public
382,deer,Public
383,horse,Public
385,cat,Public
386,truck,Public
387,horse,Public
391,deer,Public
392,horse,Public
393,airplane,Public
394,automobile,Public
395,horse,Public
398,ship,Public
399,deer,Public
400,deer,Public
401,bird,Public
406,airplane,Public
407,truck,Public
408,airplane,Public
409,truck,Public
410,frog,Public
411,ship,Public
412,bird,Public
413,horse,Public
415,deer,Public
416,airplane,Public
417,cat,Public
421,deer,Public
422,bird,Public
423,horse,Public
427,dog,Public
429,truck,Public
430,deer,Public
431,ship,Public
432,dog,Public
434,horse,Public
435,deer,Public
436,deer,Public
438,frog,Public
439,truck,Public
440,airplane,Public
441,horse,Public
445,truck,Public
446,cat,Public
448,deer,Public
450,deer,Public
451,dog,Public
452,frog,Public
454,airplane,Public
455,automobile,Public
459,deer,Public
460,ship,Public
461,ship,Public
462,automobile,Public
464,bird,Public
465,frog,Public
467,automobile,Public
469,airplane,Public
470,horse,Public
471,horse,Public
472,dog,Public
473,truck,Public
475,bird,Public
477,cat,Public
478,deer,Public
479,horse,Public
480,cat,Public
481,truck,Public
483,automobile,Public
484,bird,Public
486,ship,Public
488,ship,Public
489,frog,Public
490,deer,Public
491,deer,Public
492,dog,Public
493,horse,Public
496,truck,Public
497,ship,Public
498,airplane,Public
499,automobile,Public
500,horse,Public
503,bird,Public
504,ship,Public
506,deer,Public
507,automobile,Public
510,ship,Public
511,bird,Public
512,truck,Public
514,bird,Public
515,horse,Public
516,dog,Public
517,horse,Public
518,cat,Public
519,ship,Public
520,ship,Public
521,deer,Public
522,deer,Public
526,frog,Public
527,deer,Public
528,airplane,Public
530,frog,Public
531,truck,Public
535,dog,Public
537,automobile,Public
539,bird,Public
541,bird,Public
542,truck,Public
543,dog,Public
544,deer,Public
547,ship,Public
549,cat,Public
550,deer,Public
551,cat,Public
552,horse,Public
553,frog,Public
554,truck,Public
556,airplane,Public
558,airplane,Public
560,bird,Public
561,bird,Public
562,automobile,Public
564,deer,Public
565,airplane,Public
566,automobile,Public
567,ship,Public
568,ship,Public
569,automobile,Public
570,dog,Public
571,horse,Public
572,frog,Public
574,dog,Public
576,horse,Public
578,truck,Public
580,truck,Public
581,ship,Public
582,deer,Public
583,horse,Public
585,ship,Public
586,ship,Public
587,bird,Public
589,frog,Public
590,horse,Public
591,automobile,Public
592,frog,Public
593,ship,Public
594,automobile,Public
595,truck,Public
597,ship,Public
598,cat,Public
599,airplane,Public
600,automobile,Public
601,airplane,Public
602,ship,Public
604,cat,Public
606,airplane,Public
607,automobile,Public
608,dog,Public
609,airplane,Public
610,ship,Public
611,ship,Public
612,horse,Public
613,truck,Public
614,truck,Public
615,airplane,Public
616,truck,Public
617,deer,Public
618,automobile,Public
619,cat,Public
622,deer,Public
623,deer,Public
625,dog,Public
626,frog,Public
627,airplane,Public
629,airplane,Public
630,cat,Public
632,ship,Public
633,deer,Public
634,frog,Public
635,truck,Public
637,horse,Public
639,cat,Public
640,cat,Public
642,horse,Public
643,deer,Public
644,truck,Public
645,automobile,Public
646,frog,Public
648,horse,Public
649,bird,Public
650,bird,Public
651,airplane,Public
652,frog,Public
653,horse,Public
654,dog,Public
655,horse,Public
656,frog,Public
657,ship,Public
658,truck,Public
659,airplane,Public
660,truck,Public
661,deer,Public
662,deer,Public
663,horse,Public
665,truck,Public
667,truck,Public
669,truck,Public
670,deer,Public
671,dog,Public
674,bird,Public
676,dog,Public
677,automobile,Public
678,deer,Public
680,truck,Public
682,dog,Public
683,frog,Public
684,truck,Public
685,cat,Public
686,cat,Public
688,airplane,Public
689,horse,Public
690,bird,Public
691,automobile,Public
692,cat,Public
693,frog,Public
695,airplane,Public
696,airplane,Public
697,bird,Public
698,dog,Public
699,airplane,Public
700,automobile,Public
701,airplane,Public
702,bird,Public
703,cat,Public
704,truck,Public
706,deer,Public
707,truck,Public
709,airplane,Public
710,bird,Public
711,frog,Public
712,deer,Public
713,deer,Public
714,airplane,Public
715,automobile,Public
718,cat,Public
719,frog,Public
720,truck,Public
721,frog,Public
722,frog,Public
723,horse,Public
724,ship,Public
726,deer,Public
727,dog,Public
728,horse,Public
730,dog,Public
731,cat,Public
732,airplane,Public
733,dog,Public
734,airplane,Public
736,airplane,Public
737,ship,Public
738,bird,Public
739,frog,Public
740,horse,Public
741,cat,Public
742,ship,Public
743,bird,Public
744,automobile,Public
745,horse,Public
746,frog,Public
748,automobile,Public
749,airplane,Public
750,truck,Public
751,dog,Public
752,dog,Public
757,truck,Public
758,airplane,Public
760,horse,Public
761,horse,Public
763,dog,Public
764,truck,Public
765,deer,Public
766,airplane,Public
767,ship,Public
768,dog,Public
769,truck,Public
770,truck,Public
772,horse,Public
773,automobile,Public
775,cat,Public
776,bird,Public
780,bird,Public
783,airplane,Public
784,airplane,Public
785,dog,Public
786,cat,Public
787,ship,Public
789,cat,Public
792,truck,Public
795,horse,Public
796,ship,Public
797,bird,Public
798,horse,Public
799,truck,Public
801,bird,Public
802,cat,Public
803,bird,Public
805,bird,Public
806,cat,Public
807,cat,Public
808,frog,Public
809,bird,Public
810,cat,Public
813,airplane,Public
816,automobile,Public
817,deer,Public
818,dog,Public
819,frog,Public
820,frog,Public
821,bird,Public
822,horse,Public
823,airplane,Public
824,automobile,Public
825,horse,Public
826,horse,Public
827,ship,Public
829,truck,Public
830,bird,Public
835,automobile,Public
836,automobile,Public
837,frog,Public
839,frog,Public
840,dog,Public
841,automobile,Public
842,automobile,Public
843,horse,Public
844,airplane,Public
845,deer,Public
846,cat,Public
847,cat,Public
848,horse,Public
849,automobile,Public
850,bird,Public
851,cat,Public
852,dog,Public
853,dog,Public
854,dog,Public
855,frog,Public
856,automobile,Public
857,deer,Public
859,horse,Public
860,ship,Public
861,ship,Public
862,cat,Public
865,bird,Public
866,cat,Public
867,airplane,Public
868,truck,Public
869,deer,Public
870,cat,Public
871,ship,Public
872,airplane,Public
873,airplane,Public
874,automobile,Public
875,automobile,Public
876,dog,Public
877,deer,Public
878,truck,Public
879,cat,Public
880,automobile,Public
881,ship,Public
882,truck,Public
883,cat,Public
884,truck,Public
885,truck,Public
886,bird,Public
887,truck,Public
890,bird,Public
891,truck,Public
893,ship,Public
894,automobile,Public
895,dog,Public
896,cat,Public
897,frog,Public
898,ship,Public
899,horse,Public
900,frog,Public
901,truck,Public
903,airplane,Public
905,deer,Public
906,airplane,Public
908,bird,Public
910,ship,Public
911,bird,Public
912,airplane,Public
913,bird,Public
914,horse,Public
915,frog,Public
919,dog,Public
920,dog,Public
921,frog,Public
922,frog,Public
924,frog,Public
925,bird,Public
926,deer,Public
927,horse,Public
931,deer,Public
932,frog,Public
933,dog,Public
934,bird,Public
935,deer,Public
938,frog,Public
939,airplane,Public
940,deer,Public
944,ship,Public
945,dog,Public
946,deer,Public
949,horse,Public
951,truck,Public
953,horse,Public
955,horse,Public
956,cat,Public
957,horse,Public
958,bird,Public
960,deer,Public
961,frog,Public
962,frog,Public
965,truck,Public
966,airplane,Public
967,deer,Public
968,ship,Public
969,horse,Public
970,cat,Public
971,truck,Public
974,horse,Public
976,bird,Public
977,deer,Public
978,automobile,Public
979,automobile,Public
981,automobile,Public
982,dog,Public
984,airplane,Public
985,dog,Public
986,frog,Public
987,bird,Public
988,ship,Public
990,airplane,Public
991,bird,Public
992,automobile,Public
993,cat,Public
994,dog,Public
995,horse,Public
996,cat,Public
997,dog,Public
998,automobile,Public
1001,truck,Public
1003,cat,Public
1004,bird,Public
1005,deer,Public
1006,deer,Public
1007,automobile,Public
1008,deer,Public
1009,bird,Public
1013,airplane,Public
1014,frog,Public
1015,ship,Public
1016,dog,Public
1017,frog,Public
1018,frog,Public
1019,deer,Public
1020,horse,Public
1022,automobile,Public
1023,deer,Public
1024,frog,Public
1026,cat,Public
1027,truck,Public
1028,frog,Public
1029,truck,Public
1030,automobile,Public
1031,cat,Public
1032,frog,Public
1033,ship,Public
1034,dog,Public
1035,truck,Public
1036,frog,Public
1037,ship,Public
1038,automobile,Public
1039,frog,Public
1040,airplane,Public
1042,cat,Public
1043,horse,Public
1044,truck,Public
1047,horse,Public
1049,cat,Public
1050,truck,Public
1051,bird,Public
1052,frog,Public
1053,automobile,Public
1054,frog,Public
1057,ship,Public
1058,cat,Public
1059,ship,Public
1060,cat,Public
1062,dog,Public
1063,truck,Public
1064,frog,Public
1065,automobile,Public
1067,dog,Public
1068,bird,Public
1069,automobile,Public
1070,deer,Public
1072,horse,Public
1073,dog,Public
1074,truck,Public
1075,cat,Public
1076,truck,Public
1077,cat,Public
1078,bird,Public
1080,automobile,Public
1081,ship,Public
1082,dog,Public
1083,truck,Public
1084,horse,Public
1085,bird,Public
1086,frog,Public
1088,ship,Public
1089,dog,Public
1090,horse,Public
1091,automobile,Public
1092,dog,Public
1093,ship,Public
1094,dog,Public
1095,horse,Public
1096,automobile,Public
1097,dog,Public
1099,cat,Public
1100,truck,Public
1101,cat,Public
1103,truck,Public
1104,automobile,Public
1106,truck,Public
1107,ship,Public
1109,bird,Public
1111,bird,Public
1112,dog,Public
1114,horse,Public
1116,truck,Public
1117,ship,Public
1118,truck,Public
1119,horse,Public
1120,airplane,Public
1121,cat,Public
1122,cat,Public
1123,bird,Public
1124,airplane,Public
1125,cat,Public
1127,frog,Public
1128,cat,Public
1129,cat,Public
1130,bird,Public
1131,airplane,Public
1132,frog,Public
1133,frog,Public
1135,dog,Public
1136,horse,Public
1137,dog,Public
1138,truck,Public
1139,ship,Public
1140,bird,Public
1141,truck,Public
1142,ship,Public
1143,airplane,Public
1144,deer,Public
1145,airplane,Public
1148,airplane,Public
1149,deer,Public
1151,cat,Public
1153,dog,Public
1155,frog,Public
1157,dog,Public
1158,dog,Public
1160,frog,Public
1161,cat,Public
1163,ship,Public
1164,bird,Public
1165,cat,Public
1166,horse,Public
1167,airplane,Public
1168,horse,Public
1169,airplane,Public
1170,deer,Public
1171,automobile,Public
1172,truck,Public
1173,dog,Public
1174,horse,Public
1175,ship,Public
1176,frog,Public
1177,frog,Public
1179,airplane,Public
1180,horse,Public
1181,bird,Public
1182,ship,Public
1183,deer,Public
1184,ship,Public
1185,bird,Public
1186,airplane,Public
1187,truck,Public
1188,airplane,Public
1189,airplane,Public
1190,bird,Public
1192,frog,Public
1194,dog,Public
1195,frog,Public
1196,airplane,Public
1197,cat,Public
1201,horse,Public
1202,truck,Public
1203,cat,Public
1204,deer,Public
1205,dog,Public
1206,airplane,Public
1207,dog,Public
1208,bird,Public
1209,cat,Public
1210,bird,Public
1211,frog,Public
1213,deer,Public
1214,truck,Public
1215,airplane,Public
1217,airplane,Public
1218,truck,Public
1219,horse,Public
1220,bird,Public
1223,frog,Public
1224,truck,Public
1225,dog,Public
1226,deer,Public
1228,airplane,Public
1230,ship,Public
1231,ship,Public
1232,truck,Public
1233,truck,Public
1234,truck,Public
1235,airplane,Public
1237,ship,Public
1238,frog,Public
1239,deer,Public
1240,ship,Public
1241,automobile,Public
1242,truck,Public
1243,automobile,Public
1244,airplane,Public
1245,dog,Public
1246,ship,Public
1248,truck,Public
1249,frog,Public
1250,airplane,Public
1251,ship,Public
1252,automobile,Public
1253,cat,Public
1254,truck,Public
1255,deer,Public
1256,ship,Public
1257,deer,Public
1260,frog,Public
1261,airplane,Public
1262,ship,Public
1264,truck,Public
1266,cat,Public
1267,airplane,Public
1268,bird,Public
1269,deer,Public
1273,dog,Public
1274,horse,Public
1275,dog,Public
1276,horse,Public
1277,horse,Public
1280,truck,Public
1281,dog,Public
1282,cat,Public
1283,ship,Public
1284,bird,Public
1285,deer,Public
1286,bird,Public
1287,cat,Public
1288,automobile,Public
1289,bird,Public
1290,ship,Public
1291,truck,Public
1292,bird,Public
1293,ship,Public
1294,automobile,Public
1295,deer,Public
1296,bird,Public
1297,airplane,Public
1299,dog,Public
1300,deer,Public
1301,ship,Public
1304,deer,Public
1305,automobile,Public
1306,automobile,Public
1307,airplane,Public
1308,bird,Public
1309,horse,Public
1310,horse,Public
1312,deer,Public
1313,deer,Public
1314,deer,Public
1315,ship,Public
1316,deer,Public
1318,frog,Public
1319,frog,Public
1320,airplane,Public
1321,automobile,Public
1322,cat,Public
1323,truck,Public
1326,ship,Public
1327,truck,Public
1328,frog,Public
1329,bird,Public
1331,dog,Public
1332,dog,Public
1333,truck,Public
1334,deer,Public
1335,bird,Public
1336,airplane,Public
1338,ship,Public
1339,airplane,Public
1340,deer,Public
1341,airplane,Public
1344,truck,Public
1345,dog,Public
1346,cat,Public
1347,dog,Public
1348,deer,Public
1349,deer,Public
1351,deer,Public
1353,horse,Public
1354,truck,Public
1355,bird,Public
1356,dog,Public
1357,automobile,Public
1358,ship,Public
1360,bird,Public
1361,frog,Public
1362,truck,Public
1363,frog,Public
1364,cat,Public
1367,deer,Public
1368,frog,Public
1370,horse,Public
1371,ship,Public
1372,frog,Public
1373,bird,Public
1374,deer,Public
1375,frog,Public
1376,ship,Public
1377,airplane,Public
1379,truck,Public
1380,truck,Public
1382,airplane,Public
1383,airplane,Public
1385,truck,Public
1386,deer,Public
1387,horse,Public
1388,deer,Public
1389,deer,Public
1390,automobile,Public
1391,truck,Public
1392,ship,Public
1393,ship,Public
1394,frog,Public
1395,automobile,Public
1396,horse,Public
1397,deer,Public
1398,ship,Public
1399,ship,Public
1400,ship,Public
1401,airplane,Public
1402,dog,Public
1403,frog,Public
1404,frog,Public
1405,ship,Public
1406,cat,Public
1408,deer,Public
1409,automobile,Public
1410,bird,Public
1411,automobile,Public
1412,dog,Public
1413,horse,Public
1414,automobile,Public
1415,horse,Public
1420,dog,Public
1421,frog,Public
1423,truck,Public
1424,dog,Public
1425,airplane,Public
1427,cat,Public
1428,cat,Public
1429,airplane,Public
1430,ship,Public
1434,truck,Public
1435,airplane,Public
1436,deer,Public
1437,frog,Public
1438,truck,Public
1440,ship,Public
1441,bird,Public
1443,horse,Public
1445,bird,Public
1447,automobile,Public
1448,frog,Public
1451,deer,Public
1453,ship,Public
1454,frog,Public
1455,airplane,Public
1456,automobile,Public
1457,truck,Public
1458,deer,Public
1459,bird,Public
1460,horse,Public
1461,dog,Public
1463,truck,Public
1464,airplane,Public
1465,automobile,Public
1466,truck,Public
1468,truck,Public
1469,ship,Public
1470,horse,Public
1471,airplane,Public
1472,deer,Public
1473,truck,Public
1474,airplane,Public
1475,dog,Public
1476,bird,Public
1477,automobile,Public
1479,bird,Public
1481,ship,Public
1482,airplane,Public
1483,dog,Public
1484,horse,Public
1485,frog,Public
1489,horse,Public
1490,horse,Public
1491,horse,Public
1493,bird,Public
1494,airplane,Public
1495,automobile,Public
1496,horse,Public
1497,cat,Public
1498,bird,Public
1499,horse,Public
1500,cat,Public
1501,bird,Public
1502,bird,Public
1503,automobile,Public
1504,dog,Public
1505,truck,Public
1506,truck,Public
1507,ship,Public
1508,airplane,Public
1510,deer,Public
1511,cat,Public
1513,ship,Public
1515,airplane,Public
1516,ship,Public
1517,deer,Public
1519,horse,Public
1520,dog,Public
1524,bird,Public
1525,airplane,Public
1526,dog,Public
1527,deer,Public
1530,frog,Public
1531,bird,Public
1532,frog,Public
1533,bird,Public
1534,bird,Public
1535,cat,Public
1536,deer,Public
1538,frog,Public
1539,dog,Public
1540,cat,Public
1541,airplane,Public
1542,automobile,Public
1544,horse,Public
1545,horse,Public
1547,cat,Public
1548,automobile,Public
1549,automobile,Public
1550,horse,Public
1552,automobile,Public
1553,frog,Public
1554,cat,Public
1555,cat,Public
1557,cat,Public
1558,deer,Public
1559,ship,Public
1560,automobile,Public
1561,airplane,Public
1563,horse,Public
1564,frog,Public
1565,ship,Public
1566,automobile,Public
1569,cat,Public
1570,deer,Public
1574,cat,Public
1575,automobile,Public
1576,deer,Public
1577,bird,Public
1579,automobile,Public
1582,horse,Public
1583,horse,Public
1584,horse,Public
1585,frog,Public
1586,frog,Public
1587,automobile,Public
1588,truck,Public
1589,dog,Public
1590,airplane,Public
1591,truck,Public
1593,horse,Public
1595,airplane,Public
1598,ship,Public
1599,airplane,Public
1603,truck,Public
1604,cat,Public
1605,automobile,Public
1607,bird,Public
1609,cat,Public
1610,bird,Public
1612,automobile,Public
1614,frog,Public
1615,bird,Public
1616,deer,Public
1617,ship,Public
1619,dog,Public
1620,truck,Public
1622,automobile,Public
1623,truck,Public
1624,deer,Public
1625,deer,Public
1626,cat,Public
1627,airplane,Public
1628,frog,Public
1630,airplane,Public
1631,deer,Public
1632,automobile,Public
1633,airplane,Public
1634,truck,Public
1635,dog,Public
1636,frog,Public
1638,frog,Public
1639,truck,Public
1640,deer,Public
1641,deer,Public
1642,bird,Public
1643,frog,Public
1644,ship,Public
1645,deer,Public
1646,horse,Public
1647,frog,Public
1649,truck,Public
1650,ship,Public
1652,automobile,Public
1653,truck,Public
1654,dog,Public
1655,deer,Public
1657,dog,Public
1659,cat,Public
1660,deer,Public
1664,deer,Public
1665,airplane,Public
1666,ship,Public
1667,deer,Public
1668,deer,Public
1670,truck,Public
1671,bird,Public
1672,ship,Public
1673,truck,Public
1674,ship,Public
1675,airplane,Public
1676,bird,Public
1677,bird,Public
1678,bird,Public
1679,frog,Public
1680,horse,Public
1681,ship,Public
1682,automobile,Public
1684,ship,Public
1686,cat,Public
1692,dog,Public
1693,deer,Public
1694,bird,Public
1695,automobile,Public
1696,deer,Public
1697,cat,Public
1698,truck,Public
1700,ship,Public
1701,cat,Public
1702,airplane,Public
1703,ship,Public
1704,cat,Public
1705,deer,Public
1706,bird,Public
1707,truck,Public
1708,automobile,Public
1709,airplane,Public
1710,airplane,Public
1711,cat,Public
1712,airplane,Public
1713,deer,Public
1714,dog,Public
1715,truck,Public
1716,airplane,Public
1717,horse,Public
1718,dog,Public
1719,truck,Public
1720,dog,Public
1721,ship,Public
1722,ship,Public
1724,cat,Public
1725,automobile,Public
1726,truck,Public
1728,bird,Public
1729,deer,Public
1730,horse,Public
1734,frog,Public
1735,truck,Public
1736,cat,Public
1737,automobile,Public
1738,cat,Public
1739,horse,Public
1740,deer,Public
1741,airplane,Public
1743,horse,Public
1744,frog,Public
1746,bird,Public
1747,deer,Public
1748,automobile,Public
1749,truck,Public
1750,ship,Public
1751,dog,Public
1752,ship,Public
1755,dog,Public
1756,airplane,Public
1757,bird,Public
1758,airplane,Public
1760,airplane,Public
1761,frog,Public
1763,deer,Public
1765,horse,Public
1767,frog,Public
1768,truck,Public
1769,bird,Public
1770,cat,Public
1772,ship,Public
1773,cat,Public
1774,truck,Public
1776,ship,Public
1778,bird,Public
1779,cat,Public
1780,dog,Public
1781,dog,Public
1782,automobile,Public
1783,ship,Public
1785,deer,Public
1786,cat,Public
1787,dog,Public
1788,bird,Public
1789,bird,Public
1791,automobile,Public
1792,deer,Public
1793,bird,Public
1795,ship,Public
1796,deer,Public
1797,truck,Public
1799,bird,Public
1801,bird,Public
1802,dog,Public
1803,frog,Public
1804,cat,Public
1805,deer,Public
1806,dog,Public
1808,frog,Public
1809,horse,Public
1810,frog,Public
1811,dog,Public
1812,airplane,Public
1813,bird,Public
1814,deer,Public
1815,deer,Public
1816,cat,Public
1817,airplane,Public
1818,deer,Public
1819,bird,Public
1820,frog,Public
1821,automobile,Public
1822,ship,Public
1824,cat,Public
1825,airplane,Public
1826,horse,Public
1827,deer,Public
1829,horse,Public
1830,truck,Public
1831,bird,Public
1832,airplane,Public
1833,deer,Public
1834,horse,Public
1835,cat,Public
1836,horse,Public
1837,frog,Public
1838,frog,Public
1840,cat,Public
1841,horse,Public
1843,frog,Public
1844,ship,Public
1845,bird,Public
1846,cat,Public
1847,cat,Public
1849,dog,Public
1850,dog,Public
1854,ship,Public
1855,horse,Public
1856,deer,Public
1857,cat,Public
1858,horse,Public
1859,horse,Public
1860,ship,Public
1861,dog,Public
1862,bird,Public
1863,ship,Public
1864,deer,Public
1865,cat,Public
1866,dog,Public
1867,deer,Public
1868,bird,Public
1869,truck,Public
1871,deer,Public
1872,airplane,Public
1873,airplane,Public
1874,dog,Public
1875,frog,Public
1876,dog,Public
1877,frog,Public
1878,ship,Public
1879,airplane,Public
1880,cat,Public
1881,deer,Public
1882,deer,Public
1883,deer,Public
1886,airplane,Public
1888,airplane,Public
1889,cat,Public
1890,deer,Public
1892,horse,Public
1894,truck,Public
1895,horse,Public
1896,cat,Public
1897,horse,Public
1898,cat,Public
1899,horse,Public
1900,horse,Public
1902,automobile,Public
1903,horse,Public
1905,deer,Public
1906,horse,Public
1907,truck,Public
1908,automobile,Public
1910,horse,Public
1911,deer,Public
1913,truck,Public
1914,airplane,Public
1915,ship,Public
1916,horse,Public
1917,cat,Public
1918,frog,Public
1919,bird,Public
1920,cat,Public
1921,ship,Public
1922,bird,Public
1924,deer,Public
1925,ship,Public
1926,deer,Public
1927,airplane,Public
1928,horse,Public
1929,dog,Public
1930,bird,Public
1931,horse,Public
1932,horse,Public
1933,bird,Public
1934,frog,Public
1935,deer,Public
1936,airplane,Public
1937,bird,Public
1938,deer,Public
1939,cat,Public
1940,ship,Public
1941,truck,Public
1943,dog,Public
1944,dog,Public
1945,frog,Public
1946,horse,Public
1947,automobile,Public
1948,truck,Public
1949,frog,Public
1950,dog,Public
1952,cat,Public
1953,deer,Public
1957,frog,Public
1958,ship,Public
1959,cat,Public
1961,airplane,Public
1962,cat,Public
1963,cat,Public
1964,cat,Public
1965,ship,Public
1968,ship,Public
1969,deer,Public
1970,cat,Public
1971,ship,Public
1972,bird,Public
1973,truck,Public
1974,automobile,Public
1975,deer,Public
1976,truck,Public
1977,dog,Public
1978,airplane,Public
1979,frog,Public
1980,dog,Public
1981,airplane,Public
1982,bird,Public
1983,frog,Public
1984,dog,Public
1987,dog,Public
1989,airplane,Public
1990,frog,Public
1991,bird,Public
1992,dog,Public
1993,deer,Public
1994,dog,Public
1995,ship,Public
1996,bird,Public
1997,ship,Public
1998,horse,Public
1999,dog,Public
2000,airplane,Public
2001,horse,Public
2003,truck,Public
2005,bird,Public
2007,airplane,Public
2008,bird,Public
2009,horse,Public
2010,dog,Public
2014,dog,Public
2016,horse,Public
2017,truck,Public
2018,dog,Public
2020,frog,Public
2021,truck,Public
2024,automobile,Public
2027,dog,Public
2028,airplane,Public
2029,dog,Public
2031,horse,Public
2032,ship,Public
2034,bird,Public
2036,airplane,Public
2039,automobile,Public
2040,automobile,Public
2041,frog,Public
2042,bird,Public
2045,bird,Public
2046,horse,Public
2048,truck,Public
2049,cat,Public
2050,horse,Public
2051,frog,Public
2052,cat,Public
2053,automobile,Public
2054,airplane,Public
2055,dog,Public
2056,truck,Public
2057,deer,Public
2060,dog,Public
2062,truck,Public
2063,bird,Public
2064,horse,Public
2065,dog,Public
2066,ship,Public
2067,airplane,Public
2068,automobile,Public
2070,deer,Public
2071,ship,Public
2073,automobile,Public
2074,dog,Public
2075,horse,Public
2076,horse,Public
2077,bird,Public
2078,ship,Public
2080,bird,Public
2082,dog,Public
2083,cat,Public
2084,cat,Public
2087,truck,Public
2088,bird,Public
2089,deer,Public
2091,bird,Public
2092,bird,Public
2093,cat,Public
2094,bird,Public
2096,dog,Public
2097,ship,Public
2099,bird,Public
2100,frog,Public
2101,frog,Public
2102,automobile,Public
